#{"t_start": 1619618626.907761, "env_id": null}
r,l,t
-6152.76,60,33.123553
-6084.56,60,33.187569
-6174.36,60,33.252583
-6193.07,60,33.322598
-6165.33,60,33.387613
-6202.69,60,33.452628
-6169.18,60,33.516643
-6166.42,60,33.582666
-6260.0,60,33.647672
-6093.66,60,33.710685
-6169.84,60,33.774701
-6158.69,60,33.838716
-6274.81,60,33.902729
-6155.1,60,33.966744
-6122.04,60,34.034769
-6093.88,60,34.099774
-6203.06,60,34.163789
-6182.72,60,34.227802
-6237.61,60,34.292817
-6203.11,60,34.361834
-6180.86,60,34.424848
-6255.57,60,34.487861
-6125.28,60,34.551876
-6313.25,60,34.61489
-6259.74,60,34.679905
-6216.33,60,34.743918
-6460.22,60,34.806933
-6263.81,60,34.870948
-6232.27,60,34.934962
-6448.07,60,34.998977
-6363.52,60,35.062991
-6232.31,60,35.126005
-6236.76,60,35.18902
-6190.88,60,35.254035
-6314.95,60,35.319048
-6212.84,60,35.382063
-6417.35,60,35.451078
-6081.84,60,35.516093
-6188.7,60,35.579107
-6280.09,60,35.647123
-6260.04,60,35.711137
-6215.18,60,35.775151
-6202.91,60,35.840166
-6191.76,60,35.907181
-6218.41,60,35.971196
-6258.11,60,36.03621
-6115.07,60,36.102225
-6223.11,60,36.16624
-6241.02,60,36.231254
-6319.72,60,36.296269
-6152.64,60,36.360283
-6277.55,60,36.425298
-6132.22,60,36.489312
-6251.52,60,36.559328
-6317.15,60,36.622342
-6366.24,60,36.685357
-6266.21,60,36.754372
-6270.34,60,36.818386
-6456.16,60,36.8824
-6178.59,60,36.946415
-6391.71,60,37.01143
-6285.04,60,37.074444
-6272.6,60,37.137459
-6207.79,60,37.201473
-6344.74,60,37.265488
-6197.92,60,37.329502
-6178.43,60,37.393516
-6154.12,60,37.45653
-6207.14,60,37.520545
-6216.01,60,37.59056
-6244.68,60,37.654574
-6250.15,60,37.718589
-6263.57,60,37.784604
-6353.31,60,37.848619
-6350.86,60,37.914633
-6305.83,60,37.979648
-6300.6,60,38.043662
-6268.08,60,38.107677
-6063.04,60,38.170691
-6210.86,60,38.234705
-6291.47,60,38.29872
-6149.58,60,38.362734
-6245.97,60,38.427749
-6279.1,60,38.492764
-6095.59,60,38.557778
-6299.22,60,38.622793
-6238.61,60,38.693809
-6241.85,60,38.758824
-6306.36,60,38.823838
-6221.23,60,38.888853
-6182.7,60,38.953867
-6115.69,60,39.018882
-6146.13,60,39.083898
-6130.6,60,39.146911
-6135.06,60,39.210925
-6180.44,60,39.275939
-6168.01,60,39.338954
-6287.74,60,39.402969
-6212.85,60,39.465984
-6171.99,60,39.528997
-6233.94,60,39.593011
-6229.48,60,39.657025
-6157.65,60,39.72104
-6240.43,60,39.790056
-6259.72,60,39.854069
-6210.63,60,39.918085
-6319.74,60,39.982099
-6262.5,60,40.046113
-6181.29,60,40.110127
-6099.46,60,40.173141
-6235.65,60,40.237156
-6222.41,60,40.302171
-6279.82,60,40.366185
