#{"t_start": 1619615257.0356133, "env_id": null}
r,l,t
-5030.87,60,48.185321
-5015.08,60,48.301361
-4892.95,60,48.355373
-4967.01,60,48.409385
-4964.35,60,48.470383
-4955.07,60,48.539415
-4935.71,60,48.658441
-4919.92,60,48.718455
-4958.59,60,48.78347
-4944.78,60,48.861488
-4911.98,60,48.9765
-5012.61,60,49.039527
-4916.16,60,49.103528
-4920.12,60,49.168557
-4991.94,60,49.297571
-5057.91,60,49.350581
-4965.69,60,49.409611
-4908.02,60,49.458622
-4970.49,60,49.55963
-4946.14,60,49.617658
-5052.86,60,49.673655
-4895.61,60,49.734684
-4972.01,60,49.800699
-4941.49,60,49.916709
-5083.5,60,49.974916
-4978.56,60,50.043754
-4889.08,60,50.112769
-4947.09,60,50.227796
-5037.32,60,50.291795
-4984.23,60,50.359809
-4923.65,60,50.42584
-4949.27,60,50.548852
-5150.72,60,50.614869
-4960.18,60,50.678882
-4946.62,60,50.742911
-5016.53,60,50.87194
-5103.15,60,50.93494
-5045.06,60,51.00297
-5141.85,60,51.066025
-5076.03,60,51.133105
-5000.87,60,51.241007
-5026.6,60,51.29302
-5011.77,60,51.354049
-5039.06,60,51.424048
-4968.04,60,51.531089
-4882.26,60,51.596088
-4906.21,60,51.649111
-5001.41,60,51.700122
-4962.1,60,51.792141
-4887.25,60,51.849154
-5044.15,60,51.899165
-4966.04,60,51.951177
-5024.29,60,52.047189
-5035.81,60,52.09721
-4950.33,60,52.149221
-4901.56,60,52.200222
-4915.69,60,52.251245
-4944.55,60,52.345268
-4949.8,60,52.397278
-4993.16,60,52.448289
-5054.03,60,52.499291
-5092.13,60,52.592321
-4977.17,60,52.643332
-5050.43,60,52.695344
-5045.34,60,52.747357
-4934.53,60,52.841367
-4996.7,60,52.898392
-4949.91,60,52.957392
-4963.66,60,53.021418
-4969.49,60,53.084439
-5019.21,60,53.19645
-4978.67,60,53.255463
-5015.83,60,53.320492
-5008.37,60,53.381505
-4902.43,60,53.504618
-4994.19,60,53.56955
-4884.63,60,53.628546
-5021.16,60,53.699577
-4902.57,60,53.811602
-5007.95,60,53.865614
-4903.14,60,53.918627
-4961.84,60,53.976626
-4972.06,60,54.088665
-4984.21,60,54.14377
-5066.03,60,54.196675
-4985.3,60,54.265691
-4895.4,60,54.319701
-4930.98,60,54.416725
-5049.63,60,54.472751
-4934.73,60,54.532765
-4902.61,60,54.587778
-5020.89,60,54.683783
-4986.79,60,54.739797
